20,0.838295,0.003435,"[0.8391052226873469, 0.8345268665177403, 0.8412521726976828]",12,"(0.8345268665177402, 0.8412521726976828)"
18,0.836253,0.000782,"[0.8349575683232312, 0.8365051794848003, 0.836280382802549, 0.8364505117984431, 0.837069921828508]",6,"(0.8355316534514087, 0.8367881320173032)"
12,0.835856,0.002253,"[0.8374156769701862, 0.8369360794551594, 0.8380214633928783, 0.8339475116558267, 0.8329613032586114]",14,"(0.8339733352854648, 0.8374661525332524)"
17,0.835801,0.001560,"[0.8362054188769047, 0.8380802577152394, 0.8360080943201397, 0.8346201723862071, 0.8340885715376983]",10,"(0.8346201246059329, 0.8370132728817661)"
19,0.834651,0.002508,"[0.8313750540880062, 0.8383382198653447, 0.834989955435913, 0.8338133867330528, 0.8347398258057045]",23,"(0.8327676872434738, 0.836763600353)"
21,0.834216,0.001627,"[0.8358170944565126, 0.8342665996632427, 0.832564525867761]",10,"(0.832564525867761, 0.8358170944565128)"
